,0,0.02,0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.32,0.38,0.44,0.5,0.62,0.74,0.86,1
0,0,1135.31696,1135.31696,1135.31696,1135.31696,1193.651692064,1456.95937508,1720.267058096,1983.574741112,2246.882424128,2641.843948652,3036.805473176,3431.7669977,4221.690046748,4436,4436,4436
7,0,148.0895552,148.0895552,283.45550842316,633.89223036452,897.19991338052,1160.50759639652,1423.81527941252,1687.12296242852,1950.43064544452,2345.39216996852,2740.35369449252,3135.31521901652,3925.23826806452,4436,4436,4436
10,-1338.53368,-833.34443411933,-328.155188238659,177.034057642011,499.322661653595,772.5833750876,1035.8910581036,1299.1987411196,1562.5064241356,1825.8141071516,2220.7756316756,2615.7371561996,3010.6986807236,3800.6217297716,4436,4436,4436
20,-2303.81216,-1671.8950349668,-1039.97790993359,-408.060784900387,223.856340132817,550.507173308128,799.374517923808,1048.24186253949,1297.10920715517,1545.97655177085,1919.27756869437,2292.57858561789,2665.87960254141,3412.48163638845,4159.08367023549,4436,4436
30,-2257.96648,-1747.3319592215,-1236.697438443,-726.062917664497,-215.428396885996,295.206123892505,610.21745360114,844.64448966338,1079.07152572562,1313.49856178786,1665.13911588122,2016.77966997458,2368.42022406794,3071.70133225466,3774.98244044138,4436,4436
40,-2195.89264,-1766.50353790782,-1337.11443581564,-907.725333723461,-478.336231631282,-48.9471295391021,380.441972553078,676.32408090836,896.31077857028,1116.2974762322,1446.27752272508,1776.25756921796,2106.23761571084,2766.1977086966,3426.15780168236,4086.11789466812,4436
50,-2117.59064,-1745.14569189695,-1372.7007437939,-1000.25579569084,-627.810847587792,-255.365899484739,117.079048618313,489.523996721365,760.18744259704,965.73380185864,1274.05334075104,1582.37287964344,1890.69241853584,2507.33149632064,3123.97057410544,3740.60965189024,4198.992758056
60,-2023.06048,-1694.08520849273,-1365.10993698545,-1036.13466547818,-707.159393970906,-378.184122463633,-49.2088509563595,279.766420550914,608.741692058188,851.169272684024,1137.82834874626,1424.4874248085,1711.14650087074,2284.46465299522,2857.78280511971,3431.10095724419,3442.802068856
70,-1912.30216,-1616.4294320756,-1320.5567041512,-1024.6839762268,-728.811248302396,-432.938520377995,-137.065792453594,158.806935470807,454.679663395207,750.552391319608,1047.51862042347,1312.51718888523,1577.51575734699,2107.51289427051,2637.51003119403,2900.153930096,2900.153930096
80,-1785.31568,-1507.39111269665,-1229.46654539329,-951.54197808994,-673.617410786586,-395.692843483232,-117.768276179879,160.156291123475,438.080858426829,716.005425730182,993.929993033536,1237.26805389482,1480.6061147561,1967.28223647866,2453.95835820122,2532.442654576,2532.442654576
90,-1642.10104,-1383.77396645329,-1125.44689290658,-867.119819359876,-608.792745813168,-350.465672266459,-92.1385987197512,166.188474826957,424.515548373665,682.842621920373,941.169695467081,1207.2123701175,1428.88996814862,1872.24516421086,2274.433241516,2274.433241516,2274.433241516
100,-1316.84224,-1086.40809355627,-855.973947112541,-625.539800668812,-395.105654225082,-164.671507781353,65.7626386623766,296.196785106106,526.630931549836,757.065077993565,987.499224437295,1217.93337088102,1417.95050608198,1817.9847764839,2034.367683224,2034.367683224,2034.367683224
110,-1141.17128,-926.041883104723,-710.912486209446,-495.783089314168,-280.653692418892,-65.5242955236142,149.605101371663,364.73449826694,579.863895162218,794.993292057495,1010.12268895277,1225.25208584805,1444.8149845314,1801.52815019172,1859.520869164,1859.520869164,1859.520869164
120,-286.00816,-135.97327586737,14.0616082652599,164.09649239789,314.13137653052,464.16626066315,614.20114479578,764.23602892841,914.27091306104,1064.30579719367,1214.3406813263,1364.37556545893,1514.41044959156,1690.248826436,1690.248826436,1690.248826436,1690.248826436
